date,sp500,monthly_return,monthly_volatility,hist_var95,hist_var99,hist_es95,hist_es99,rolling_volatility,rolling_skewness,rolling_kurtosis,trading_days
2018-02-28,2713.830078125,-0.03894737187936803,0.27489295417082565,-0.007816216162732518,-0.01986016222045109,-0.017197496031321015,-0.033846091233627314,0.10110126143732465,-2.1379936482553936,13.209272452886985,19
2018-03-31,2640.8701171875,-0.02688449860055686,0.20140121918678874,-0.011048266280580631,-0.023420301680215055,-0.020445338970094647,-0.035195493385679184,0.11380935228159209,-1.6117932206138779,9.15611444955678,21
2018-04-30,2648.050048828125,0.0027187749953685447,0.17304441814347005,-0.013439580823095872,-0.024008842611881555,-0.02205038158755895,-0.035195493385679184,0.12223431896919754,-1.4601193515137645,6.924303554989999,21
2018-05-31,2705.27001953125,0.02160834185458338,0.1038207256707833,-0.01306985592750155,-0.024008842611881555,-0.021671035255540594,-0.035195493385679184,0.12387408454235355,-1.345805936820662,6.395918925837314,22
2018-06-30,2718.3701171875,0.004842436267608052,0.08860816993355877,-0.013439580823095872,-0.024008842611881555,-0.021702247341147844,-0.035195493385679184,0.12459301095583201,-1.3413408394650694,6.229488043717514,21
2018-07-31,2816.2900390625,0.03602155617289937,0.08637651994196158,-0.013439580823095872,-0.024008842611881555,-0.021702247341147844,-0.035195493385679184,0.12609990127501708,-1.3000395069522177,5.852529241546339,21
2018-08-31,2901.52001953125,0.030263211276748248,0.0703139698449123,-0.012152105030146116,-0.024008842611881555,-0.021399533218717924,-0.035195493385679184,0.12481331906570271,-1.3347521263358253,6.1776966064652745,23
2018-09-30,2913.97998046875,0.0042942874264617625,0.056570581896927034,-0.012152105030146116,-0.024008842611881555,-0.021399533218717924,-0.035195493385679184,0.12481595188470003,-1.3210104344623275,6.1365972551376124,19
2018-10-31,2711.739990234375,-0.06940335609369641,0.2248592598615066,-0.014391743056658912,-0.03236292530005685,-0.025225028807153736,-0.037839327408928404,0.14171317610378745,-1.1771969250178174,4.277674488225743,23
2018-11-30,2760.169921875,0.017859356654779557,0.18831368850202976,-0.017450619209428475,-0.03236292530005685,-0.025709057293414536,-0.037839327408928404,0.1502409740392075,-0.95718107783832,3.187454531322724,21
2018-12-31,2506.85009765625,-0.09177689467997241,0.2966813509002426,-0.020888244447056836,-0.033153147338538635,-0.027900792483966166,-0.037839327408928404,0.1707180627014461,-0.4985339820614012,3.1025404480459557,19
2019-01-31,2704.10009765625,0.07868440166582613,0.18470830674889357,-0.021081169946004952,-0.033153147338538635,-0.028214334560146048,-0.037839327408928404,0.1770551629370391,-0.3944261687049164,2.7675256115297593,21
2019-02-28,2784.489990234375,0.029728889343927145,0.0823207403810071,-0.02029839402965081,-0.02938003135989936,-0.025217773913898116,-0.03255579724743301,0.16281461730641897,-0.12173828999310757,3.015510784912337,19
2019-03-31,2834.39990234375,0.01792425624958849,0.11740955020169293,-0.019208300444765205,-0.02938003135989936,-0.0246404407577106,-0.03255579724743301,0.15617222548128198,-0.17727916185620704,3.596864803671309,21
2019-04-30,2945.830078125,0.03931349831373798,0.06159483037872225,-0.017856623905965433,-0.02938003135989936,-0.024080446395425854,-0.03255579724743301,0.14915336955858366,-0.14310238516680615,4.561147178780116,21
